"","dose","beat","qNet","dvdtmax","vmax","vrest","APD50","APD90","max_dv","camax","carest","CaTD50","CaTD90","EADs","noDepols","noRepols","drug","sample"
"3239",4,999,99.7240131724169,72.833677501257,38.2824022575132,-88.1074257790401,185,239,-0.353549007743125,0.000102215548583419,5.8455053763534e-05,297,808,0,0,0,"diltiazem",5
"3240",5,996,101.176176760069,72.820012029526,38.1592121510021,-88.1125317618967,182,236,-0.355134613758587,9.73357018268252e-05,5.7823800535794e-05,297,813,0,0,0,"diltiazem",5
"3241",6,1000,102.275746441547,72.8034587822762,38.0555665609909,-88.1164431020744,179,234,-0.356706068324855,9.36887377604312e-05,5.73744901612356e-05,298,817,0,0,0,"diltiazem",5
"3242",7,1000,103.145144060305,72.7852499163335,37.9648556086937,-88.1195721741648,177,232,-0.359226047433333,9.08360804811824e-05,5.70385473864643e-05,298,820,0,0,0,"diltiazem",5
"3243",8,997,103.854720770111,72.7659441517566,37.8832985782106,-88.122159043274,176,231,-0.356525493065868,8.85261643700984e-05,5.67778597800329e-05,298,822,0,0,0,"diltiazem",5
"3244",9,1000,104.448003916689,72.745928986317,37.8087684986202,-88.1243525551992,174,230,-0.359094700731854,8.66049192883823e-05,5.65697234615501e-05,299,825,0,0,0,"diltiazem",5
"3245",10,998,104.953141904112,72.7255392525122,37.7397570092347,-88.1262495419291,173,230,-0.357453159568001,8.49732079583417e-05,5.63997780147954e-05,300,827,0,0,0,"diltiazem",5
"3246",15,997,106.671074486261,72.6243377528932,37.4480533698406,-88.1330568349768,170,229,-0.357938260253977,7.93811073843975e-05,5.58735964296373e-05,303,834,0,0,0,"diltiazem",5
"3247",20,1000,107.661279998174,72.5268608133839,37.2101122039089,-88.1375044090587,170,231,-0.352964481765347,7.59921916690724e-05,5.56072660218915e-05,304,838,0,0,0,"diltiazem",5
"3248",25,1000,108.284741872081,72.4345288772593,37.003972875462,-88.1407946599699,170,234,-0.349025924520427,7.36502290666258e-05,5.54524554366728e-05,306,841,0,0,0,"diltiazem",5
"3249",1,994,86.0595920580506,72.7372280893376,39.5261754491032,-88.0590543305209,215,267,-0.372161798895396,0.000155563730651263,6.63845398170204e-05,332,796,0,0,0,"diltiazem",6
"3250",2,995,92.4499877810485,72.7110400872403,38.7842332087019,-88.0789011539055,205,256,-0.359261938150721,0.000133747196924934,6.30112885567627e-05,312,795,0,0,0,"diltiazem",6
"3251",3,989,96.2029577536474,72.6968344961018,38.391684753373,-88.0913261508251,197,250,-0.357587434883031,0.000121002795819723,6.10712185338505e-05,302,797,0,0,0,"diltiazem",6
"3252",4,751,98.6943236010865,72.681311808266,38.1794343933594,-88.099980597586,192,245,-0.352471357224736,0.000112397881749299,5.98155399322721e-05,298,801,0,0,0,"diltiazem",6
"3253",5,1000,100.483056675659,72.6637261270685,38.0174695592802,-88.1064161517256,188,241,-0.354825646527392,0.000106178001799344,5.89464558510648e-05,297,805,0,0,0,"diltiazem",6
"3254",6,1000,101.803577173858,72.6444601976925,37.8839176937693,-88.111363237645,185,239,-0.353064848809218,0.000101476200029696,5.83163856588071e-05,297,809,0,0,0,"diltiazem",6
"3255",7,1000,102.815590034372,72.6222727789338,37.7694094245675,-88.115302224969,182,237,-0.352392541669322,9.77939370334175e-05,5.78421158546104e-05,297,813,0,0,0,"diltiazem",6
"3256",8,1000,103.610392804292,72.5995234019257,37.6678079381593,-88.1185236410376,181,236,-0.353246036404363,9.48259716914855e-05,5.74739002299593e-05,298,816,0,0,0,"diltiazem",6
"3257",9,999,104.247104325993,72.5755999232464,37.5761451185742,-88.1212177185146,179,236,-0.352421447285937,9.23748295455672e-05,5.71804495799199e-05,298,819,0,0,0,"diltiazem",6
"3258",10,997,104.764956306838,72.5513318462021,37.4919866146873,-88.1235134098047,178,235,-0.350426378689571,9.03093740024007e-05,5.69415434838959e-05,298,821,0,0,0,"diltiazem",6
"3259",15,1000,106.298077795072,72.4302089607849,37.1442227386585,-88.1314235926489,176,236,-0.345521878364355,8.33657844347917e-05,5.62056143752205e-05,301,829,0,0,0,"diltiazem",6
"3260",20,1000,106.930727989068,72.3138508790809,36.8682523162844,-88.1362636626835,176,239,-0.339604303235619,7.92632590329511e-05,5.58318238432809e-05,303,834,0,0,0,"diltiazem",6
"3261",25,1000,107.146232587066,72.2039655801562,36.633326318856,-88.1396554262186,178,243,-0.332144452313835,7.64697418647421e-05,5.56107554860273e-05,305,838,0,0,0,"diltiazem",6
"3262",1,1000,87.0942268733699,72.7383684584604,39.3757635636169,-88.0638432323271,213,264,-0.369860287164592,0.00014928117038203,6.544478892449e-05,327,796,0,0,0,"diltiazem",7
"3263",2,987,91.6869015616246,72.6874921916634,38.8115594816921,-88.0779569544672,205,256,-0.364170484434083,0.000134173303737124,6.30876036387559e-05,312,795,0,0,0,"diltiazem",7
"3264",3,998,94.4149326546522,72.6483074539346,38.4763120068132,-88.0866708963292,199,251,-0.360840864867018,0.000125332860259831,6.17275954667842e-05,305,795,0,0,0,"diltiazem",7
"3265",4,1000,96.3063428129028,72.6124380162256,38.2363938744578,-88.092904104425,196,248,-0.36071508563928,0.000119201896541339,6.08071065973856e-05,301,797,0,0,0,"diltiazem",7
"3266",5,999,97.7186581491403,72.5788658408834,38.076462970639,-88.0976947746103,193,245,-0.35649030725589,0.000114597884615685,6.01322600663721e-05,299,800,0,0,0,"diltiazem",7
"3267",6,999,98.8208476578924,72.5467621571014,37.940989405632,-88.1015426437293,191,244,-0.358565086797154,0.000110969899573385,5.96123673296346e-05,298,801,0,0,0,"diltiazem",7
"3268",7,1000,99.7067481591683,72.5149589653479,37.8223471123362,-88.1047285193338,189,242,-0.354126771808512,0.000108016573925501,5.91977922194983e-05,298,804,0,0,0,"diltiazem",7
"3269",8,1000,100.433609161449,72.4846622571164,37.7158432169721,-88.1074263064281,187,241,-0.356699097262096,0.000105552904986283,5.88585593726763e-05,297,806,0,0,0,"diltiazem",7
"3270",9,1000,101.039539279249,72.4547711226466,37.6188281230805,-88.1097511043853,186,241,-0.353791529563106,0.000103458419092164,5.85753228030951e-05,297,807,0,0,0,"diltiazem",7
"3271",10,1000,101.550608360889,72.4250363382951,37.52929686479,-88.1117831507927,185,240,-0.354003741181193,0.000101650518859038,5.83349163917164e-05,297,809,0,0,0,"diltiazem",7
"3272",15,1000,103.198175182603,72.2864506633268,37.1551079263637,-88.119140805927,183,240,-0.348915203203391,9.53005331462998e-05,5.75240454197597e-05,299,816,0,0,0,"diltiazem",7
"3273",20,998,104.003285331046,72.1588618344384,36.8560322790355,-88.1238955359117,183,243,-0.342006999125746,9.13822711036272e-05,5.70537850158184e-05,300,821,0,0,0,"diltiazem",7
"3274",25,1000,104.381197396162,72.0407768272833,36.6009851118042,-88.1273273636589,185,246,-0.33407783439765,8.8663354864709e-05,5.67431514054937e-05,301,824,0,0,0,"diltiazem",7
"3275",1,999,87.738779187818,72.7892087368116,39.3500273924072,-88.0648613787841,212,264,-0.366691216268198,0.000148063377351317,6.52537909981169e-05,326,796,0,0,0,"diltiazem",8
"3276",2,975,92.895617722622,72.7656851941274,38.7702718293067,-88.0806827373201,203,255,-0.361141622222719,0.000131210599711616,6.26267982797543e-05,310,795,0,0,0,"diltiazem",8
"3277",3,999,95.9350985696954,72.7468640429526,38.4745190766158,-88.0903903773528,197,249,-0.356773206943617,0.000121433436231092,6.11375127176415e-05,302,796,0,0,0,"diltiazem",8
"3278",4,997,98.0215629484286,72.7273697967489,38.2913239863177,-88.0972534161598,193,246,-0.354766733294429,0.000114748384351277,6.0151449281732e-05,299,799,0,0,0,"diltiazem",8
"3279",5,998,99.5650407520719,72.7076484636445,38.1462318405802,-88.1024627104641,190,243,-0.352791018019848,0.000109803986339113,5.94444101553464e-05,298,803,0,0,0,"diltiazem",8
"3280",6,1000,100.76035258788,72.6872213001178,38.0242934377904,-88.106597935893,187,241,-0.352025290679116,0.000105965874615991,5.89109726506176e-05,298,806,0,0,0,"diltiazem",8
"3281",7,1000,101.715850633569,72.6657441834394,37.9181850348342,-88.1099868702125,185,240,-0.353062217465838,0.000102881700566384,5.8493566110079e-05,297,808,0,0,0,"diltiazem",8
"3282",8,998,102.4974558284,72.6440563210445,37.823179879526,-88.1128324123362,184,239,-0.352350760040999,0.000100339336274447,5.81577213675639e-05,297,810,0,0,0,"diltiazem",8
"3283",9,1000,103.148544951839,72.6219387253258,37.7368395941753,-88.1152682412131,183,238,-0.350381245078507,9.81991135205258e-05,5.78813951643683e-05,297,812,0,0,0,"diltiazem",8
"3284",10,1000,103.69847308565,72.5998264876366,37.6570678082864,-88.1173864283127,182,238,-0.347541652108623,9.63668641598201e-05,5.76498468715769e-05,298,815,0,0,0,"diltiazem",8
"3285",15,1000,105.503129060901,72.4912598919807,37.3245180243138,-88.1250045920786,179,238,-0.34485469909571,9.00247839114615e-05,5.68886849368621e-05,300,822,0,0,0,"diltiazem",8
"3286",20,999,106.452729572775,72.3882404806736,37.0583263751577,-88.1299329664172,179,240,-0.337003773027912,8.61594121270602e-05,5.64608916965301e-05,301,826,0,0,0,"diltiazem",8
"3287",25,1000,106.979009109169,72.2909233099586,36.8311146064035,-88.1335245118769,180,243,-0.330976712728702,8.34827772961631e-05,5.6183605103122e-05,303,830,0,0,0,"diltiazem",8
"3288",1,1000,85.6191372600865,72.7844484138053,39.4548878445949,-88.0631764185656,215,267,-0.36246208073835,0.000148400912461995,6.53712894865935e-05,328,798,0,0,0,"diltiazem",9
"3289",2,990,90.6713452555123,72.7610041789382,38.8272857659871,-88.0802538084285,206,258,-0.356733148353,0.000129365006475086,6.24230143099287e-05,311,797,0,0,0,"diltiazem",9
"3290",3,999,93.5451524844857,72.7422855500116,38.498687641282,-88.0905139168829,200,253,-0.352393166766843,0.000118478568022344,6.07836864863753e-05,303,799,0,0,0,"diltiazem",9
"3291",4,996,95.4528221976737,72.7226783036239,38.310434024652,-88.0975839972638,196,249,-0.350130293878644,0.000111180552782664,5.97270721012932e-05,300,803,0,0,0,"diltiazem",9
"3292",5,1000,96.825132693039,72.7019102884086,38.1626635635781,-88.1028243278246,193,247,-0.347753670851741,0.000105890167056849,5.89893741704978e-05,298,806,0,0,0,"diltiazem",9
"3293",6,1000,97.8656061083313,72.6793877371169,38.0392770176183,-88.1069032563481,190,246,-0.346457584458315,0.000101854333001367,5.84459220857752e-05,298,810,0,0,0,"diltiazem",9
"3294",7,1000,98.6854161686294,72.6558640764048,37.9321117773695,-88.110196211124,189,244,-0.343213353809555,9.86579151470232e-05,5.80291984515905e-05,299,814,0,0,0,"diltiazem",9
"3295",8,1000,99.3507132537456,72.6325355238575,37.8361882764116,-88.1129322279588,187,244,-0.342142039939699,9.60513508825799e-05,5.76994169002201e-05,299,816,0,0,0,"diltiazem",9
"3296",9,1000,99.9038699269692,72.6088171707375,37.7490174909288,-88.1152587369429,186,243,-0.343285171877564,9.38751436108621e-05,5.74316778950533e-05,300,818,0,0,0,"diltiazem",9
"3297",10,1000,100.372826862355,72.58479402259,37.6687355062019,-88.1172749667483,186,243,-0.340277422138354,9.20230014749891e-05,5.72096591181366e-05,300,820,0,0,0,"diltiazem",9
"3298",15,1000,101.966733061912,72.4704453608528,37.3334496543632,-88.1245555093905,184,244,-0.336356207546093,8.56575471852255e-05,5.64942499433021e-05,302,828,0,0,0,"diltiazem",9
"3299",20,999,102.918281847816,72.3636076332623,37.0650395827914,-88.1293986643142,184,246,-0.328834278206887,8.17807672473141e-05,5.61013799776579e-05,303,832,0,0,0,"diltiazem",9
"3300",25,1000,103.567746779155,72.2648741863423,36.8352808816576,-88.1330717417085,185,250,-0.323404281108046,7.90825433398198e-05,5.58510741149358e-05,305,836,0,0,0,"diltiazem",9
"3301",1,1000,84.0840958635005,72.7646321451302,39.6789981326704,-88.0563059574319,217,269,-0.366861183958953,0.000157383823159502,6.66981192670307e-05,334,797,0,0,0,"diltiazem",10
"3302",2,994,89.0728538525656,72.726412259313,39.0595445071176,-88.071662523723,209,261,-0.366231432063472,0.000139960122361566,6.40189998711111e-05,319,796,0,0,0,"diltiazem",10
"3303",3,997,92.1475982935091,72.6995509159132,38.6934765726548,-88.081457501174,204,255,-0.359075031802654,0.000129654046856841,6.24182912208113e-05,309,795,0,0,0,"diltiazem",10
"3304",4,1000,94.3284736095228,72.6756922690075,38.4370400236904,-88.0885763074918,199,252,-0.355890953950879,0.000122438815284552,6.13200150735731e-05,304,797,0,0,0,"diltiazem",10
"3305",5,997,95.9862326998646,72.653674443478,38.2653178957086,-88.0940980740719,196,249,-0.358094937923834,0.000116995401777764,6.05108610232237e-05,301,799,0,0,0,"diltiazem",10
"3306",6,1000,97.3004377839617,72.6312244753316,38.1320632350776,-88.0985595456137,193,247,-0.352825264298566,0.00011270214889447,5.98873557017823e-05,300,802,0,0,0,"diltiazem",10
"3307",7,1000,98.372061685888,72.6096767679518,38.0167010311297,-88.102267175089,191,245,-0.354283221211918,0.000109209791960857,5.93914265586758e-05,298,803,0,0,0,"diltiazem",10
"3308",8,1000,99.2643980921342,72.5878962156533,37.9143500650951,-88.1054153581192,190,244,-0.34984759889976,0.000106303278868536,5.89873774144291e-05,298,806,0,0,0,"diltiazem",10
"3309",9,1000,100.019331315305,72.5657307195345,37.8218121309112,-88.1081340340457,188,243,-0.352296706881694,0.000103840764755667,5.8651761736462e-05,297,807,0,0,0,"diltiazem",10
"3310",10,1000,100.665870410839,72.54420490654,37.7366347816858,-88.110514874447,187,242,-0.349615922186167,0.000101723223881744,5.8368542238308e-05,297,809,0,0,0,"diltiazem",10
"3311",15,1000,102.859433610406,72.4367422094424,37.385003555884,-88.119190097497,184,242,-0.344813096772355,9.43605844831674e-05,5.74283023459157e-05,299,817,0,0,0,"diltiazem",10
"3312",20,1000,104.082289196148,72.3344845339974,37.1056579924537,-88.1248879428726,184,244,-0.336942407456385,8.9886994930704e-05,5.68965745935276e-05,300,822,0,0,0,"diltiazem",10
"3313",25,1000,104.808477072844,72.2377203465207,36.8679982279629,-88.1290898870566,185,247,-0.330256617100908,8.6813304367263e-05,5.65518106277497e-05,302,827,0,0,0,"diltiazem",10
"3314",1,1000,85.8418854390621,72.841290210995,39.5746462382978,-88.0620123958391,215,267,-0.360702031649836,0.000150266008215771,6.56436305821512e-05,330,798,0,0,0,"diltiazem",11
"3315",2,954,89.8636354609711,72.82034371044,39.0897404979359,-88.074873129772,209,261,-0.35598690216953,0.000136123688476947,6.34471983361647e-05,316,797,0,0,0,"diltiazem",11
"3316",3,989,92.2543129169942,72.8019937863816,38.8034135419356,-88.0828253846671,205,258,-0.350737323109116,0.000127854328715872,6.21718074327121e-05,309,797,0,0,0,"diltiazem",11
"3317",4,1000,93.9229060704058,72.78376733077,38.6092186477807,-88.0885463220914,202,256,-0.349770601929121,0.00012209554858954,6.13000029901403e-05,306,799,0,0,0,"diltiazem",11
"3318",5,995,95.1813737053873,72.7662820093356,38.4790440036871,-88.0929803976243,200,255,-0.345795909021316,0.000117746603041056,6.06539661183197e-05,303,800,0,0,0,"diltiazem",11
"3319",6,1000,96.1761355416237,72.7484277116128,38.3691844320612,-88.0965766116544,199,254,-0.340080026468311,0.0001142986359402,6.01507535373916e-05,302,802,0,0,0,"diltiazem",11
"3320",7,998,96.9873705989015,72.7304008280047,38.2731465556188,-88.0995851791513,197,253,-0.341073321442958,0.000111473013332951,5.97450918345553e-05,300,803,0,0,0,"diltiazem",11
"3321",8,999,97.6642244079575,72.7123510844818,38.1872390358036,-88.1021602236448,196,253,-0.337072888800235,0.000109100845498569,5.94096646572085e-05,301,806,0,0,0,"diltiazem",11
"3322",9,1000,98.2385914173819,72.695034395552,38.108826731875,-88.1044036044079,196,253,-0.336112584660787,0.000107072145757343,5.912681830237e-05,300,807,0,0,0,"diltiazem",11
"3323",10,1000,98.7329820652633,72.6767961029724,38.0366751860995,-88.1063861203873,195,253,-0.334497036753936,0.000105310942072937,5.88844597469507e-05,300,808,0,0,0,"diltiazem",11
"3324",15,1000,100.4380451163,72.5900788867985,37.7354282152693,-88.1137838985344,194,255,-0.324158414661993,9.90397432881388e-05,5.80481990413553e-05,300,814,0,0,0,"diltiazem",11
"3325",20,1000,101.431818088704,72.5078476470882,37.4942850375644,-88.1188215766199,195,258,-0.315383669829767,9.50942680300418e-05,5.75458968591111e-05,302,820,0,0,0,"diltiazem",11
"3326",25,999,102.065190137522,72.4301851149682,37.2881514590466,-88.1226397934394,196,262,-0.307353543821329,9.23152167164572e-05,5.7204378580173e-05,303,823,0,0,0,"diltiazem",11
"3327",1,1000,86.7527323669865,72.8458612630168,39.4993588553337,-88.0635618880603,214,266,-0.362187555773696,0.000148816879882188,6.54039036212375e-05,328,798,0,0,0,"diltiazem",12
"3328",2,1000,90.4522730057973,72.8212802170711,39.0621879946387,-88.0750928525411,208,261,-0.359590319875997,0.000136414263685998,6.34722080055195e-05,316,797,0,0,0,"diltiazem",12
"3329",3,994,92.650820027141,72.7986718506061,38.7993990781368,-88.0822092071021,205,258,-0.35181116236031,0.00012916095630112,6.2350673750321e-05,310,797,0,0,0,"diltiazem",12
"3330",4,997,94.1876552355382,72.7782498760567,38.6137807512198,-88.0873509145973,202,256,-0.34884020875045,0.000124091647699842,6.15791314297643e-05,306,797,0,0,0,"diltiazem",12
"3331",5,1000,95.3479952253923,72.7578498764843,38.4884340942286,-88.0913581477926,201,255,-0.3475260086641,0.000120242662075378,6.100242628251e-05,304,798,0,0,0,"diltiazem",12
"3332",6,999,96.2649610008993,72.7378457013869,38.3816722311705,-88.0946264702636,199,254,-0.344327069047508,0.000117172213647073,6.05491801404799e-05,303,801,0,0,0,"diltiazem",12
"3333",7,1000,97.0116910735767,72.7180529821727,38.2877638601841,-88.0973759618633,199,254,-0.33992111591607,0.000114640222631225,6.01804936419501e-05,301,801,0,0,0,"diltiazem",12
"3334",8,1000,97.6330949064322,72.6981014239394,38.2034040714721,-88.0997411783449,198,254,-0.338631187446885,0.000112501810878773,5.98730526041113e-05,302,803,0,0,0,"diltiazem",12
"3335",9,1000,98.1582462289118,72.6791852844194,38.1261085700475,-88.1018111103745,197,254,-0.336578511471519,0.000110662579866323,5.96117222230033e-05,301,804,0,0,0,"diltiazem",12
"3336",10,997,98.6076266809431,72.6602976593559,38.0546394938121,-88.103647041892,197,255,-0.33396042941953,0.000109057363169702,5.93861231482915e-05,301,806,0,0,0,"diltiazem",12
"3337",15,997,100.122289459904,72.5683362769642,37.7554131246811,-88.110550621673,197,257,-0.32296400702785,0.000103275147091521,5.85943283076914e-05,301,811,0,0,0,"diltiazem",12
"3338",20,1000,100.946508828924,72.4822495432099,37.5148628524479,-88.1152796746407,198,261,-0.314020000332834,9.95850611911325e-05,5.81082671677814e-05,302,816,0,0,0,"diltiazem",12
"3339",25,1000,101.415719220169,72.401232689581,37.3089789355607,-88.1188610256665,200,266,-0.303388516179054,9.69680097803259e-05,5.77736718155009e-05,303,819,0,0,0,"diltiazem",12
"3340",1,941,87.2086241408136,72.8479629214893,39.4721405919463,-88.064160659537,213,265,-0.366049840043853,0.000148361021455244,6.53218903914331e-05,327,797,0,0,0,"diltiazem",13
"3341",2,1000,92.1353673297102,72.8414115245688,38.9404812674145,-88.0794078000864,205,257,-0.356505705261198,0.000131998310740112,6.27730331504335e-05,311,795,0,0,0,"diltiazem",13
"3342",3,1000,95.0505573938052,72.835708858855,38.6735099812902,-88.088782897317,199,252,-0.353948547495782,0.000122497622909975,6.1322267889311e-05,304,797,0,0,0,"diltiazem",13
"3343",4,1000,97.0629069316732,72.8267718987186,38.5120789928535,-88.0954409334989,196,249,-0.34963002706739,0.000115981840595979,6.03560916271448e-05,301,799,0,0,0,"diltiazem",13
"3344",5,1000,98.5607212888213,72.8159600251597,38.3850168654791,-88.1005224332077,193,247,-0.345910069353368,0.000111145865794874,5.96589682600301e-05,299,803,0,0,0,"diltiazem",13
"3345",6,1000,99.7281034747243,72.8032947687012,38.2787815268246,-88.1045798567177,191,245,-0.343733819690853,0.000107377483284842,5.91298578082742e-05,298,805,0,0,0,"diltiazem",13
"3346",7,1000,100.666973151367,72.7902725494574,38.1862952509744,-88.1079238711601,189,244,-0.343503806154532,0.000104339454734769,5.87134680875956e-05,298,808,0,0,0,"diltiazem",13
"3347",8,1000,101.440001282246,72.7759354740616,38.1038606029026,-88.1107472880792,188,244,-0.341832502796695,0.00010182722732249,5.83767040113495e-05,298,809,0,0,0,"diltiazem",13
"3348",9,998,102.087865030556,72.7609359725298,38.0288669609359,-88.1131769595169,187,243,-0.342623764305534,9.97071805521578e-05,5.80983353226174e-05,298,811,0,0,0,"diltiazem",13
"3349",10,1000,102.638733431288,72.7453928082895,37.9597667467623,-88.1153005979982,186,243,-0.339071112633239,9.78882192944086e-05,5.78640775739503e-05,299,814,0,0,0,"diltiazem",13
"3350",15,1000,104.481177866347,72.66619051361,37.6712947391379,-88.1230390318358,184,244,-0.333512986494403,9.15656026329133e-05,5.70867520343905e-05,300,821,0,0,0,"diltiazem",13
"3351",20,1000,105.495459400526,72.587486672916,37.4398523239685,-88.128156000468,184,247,-0.326780796827926,8.76934966370973e-05,5.66433852164975e-05,301,826,0,0,0,"diltiazem",13
"3352",25,999,106.09835585691,72.5118009984795,37.2416614612295,-88.1319607930101,186,251,-0.319573577696506,8.5003631744421e-05,5.63523538234019e-05,303,830,0,0,0,"diltiazem",13
"3353",1,991,88.0523158718574,72.7465169158646,39.1554061663722,-88.0698394950621,211,262,-0.363515353479083,0.00014133952964727,6.42540858903725e-05,321,797,0,0,0,"diltiazem",14
"3354",2,1000,91.9887245256206,72.6971851752032,38.652247276113,-88.0828049389293,204,256,-0.359266093926546,0.000127560373505942,6.21191263510446e-05,309,797,0,0,0,"diltiazem",14
"3355",3,1000,94.2730499848294,72.6568899677196,38.3543297907929,-88.0905748128019,199,252,-0.357162439740467,0.00011968800905848,6.09313187132464e-05,303,799,0,0,0,"diltiazem",14
"3356",4,993,95.8464021792573,72.6204679042993,38.1720017586976,-88.0960537341799,196,249,-0.353741949487584,0.000114315151029591,6.01424065140907e-05,300,801,0,0,0,"diltiazem",14
"3357",5,1000,97.023399924094,72.5863936023109,38.0246949003827,-88.1002402455232,194,248,-0.351309834031135,0.000110321266867179,5.95701343169593e-05,299,803,0,0,0,"diltiazem",14
"3358",6,999,97.9487148876987,72.5535207601645,37.8991831053922,-88.1036004266626,192,247,-0.350793931317378,0.000107193609706587,5.9131673132717e-05,298,805,0,0,0,"diltiazem",14
"3359",7,999,98.7008254020094,72.5223530381354,37.7885867220723,-88.1063902839101,191,246,-0.34860085460997,0.000104655613404901,5.87827940954196e-05,299,808,0,0,0,"diltiazem",14
"3360",8,1000,99.3273761482554,72.4919228290306,37.6891772524013,-88.1087654370555,190,245,-0.345292122155702,0.000102541315958006,5.84972918002774e-05,299,810,0,0,0,"diltiazem",14
"3361",9,1000,99.8589054206458,72.462602926395,37.5982790026906,-88.1108268551443,189,245,-0.344911286906256,0.000100743913704101,5.82584936615168e-05,299,811,0,0,0,"diltiazem",14
"3362",10,1000,100.316420214324,72.4340358308937,37.5142639645204,-88.1126439095263,189,245,-0.343779787135088,9.91909388086333e-05,5.80552377184499e-05,298,813,0,0,0,"diltiazem",14
"3363",15,1000,101.900913170438,72.3023684349723,37.1632200102298,-88.1194101675515,187,247,-0.335014769566346,9.37014903387179e-05,5.7361496680399e-05,300,819,0,0,0,"diltiazem",14
"3364",20,999,102.833295318312,72.1852994909534,36.882920945445,-88.1240304428056,188,249,-0.327072837535162,9.02628464550048e-05,5.69488154944679e-05,301,823,0,0,0,"diltiazem",14
"3365",25,1000,103.432373086369,72.0787043090773,36.6449998934835,-88.127551653033,189,253,-0.321993825757011,8.78397706692887e-05,5.66691293809098e-05,303,827,0,0,0,"diltiazem",14
"3366",1,1000,86.2733544319266,72.7929354745103,39.4687183078983,-88.0617597506554,215,266,-0.364079328793759,0.000151141394823088,6.57507486454999e-05,330,797,0,0,0,"diltiazem",15
"3367",2,1000,91.5798279708526,72.7711192814785,38.8558082687928,-88.0784546193498,206,258,-0.357422137965321,0.000132947076408212,6.29235593326104e-05,312,795,0,0,0,"diltiazem",15
"3368",3,1000,94.7082155070644,72.7546456046988,38.5300321165113,-88.088780530073,200,253,-0.352622201909272,0.000122365086396606,6.13077713861705e-05,305,797,0,0,0,"diltiazem",15
"3369",4,999,96.8428823154349,72.7376322279368,38.3414224679828,-88.0960815596153,196,249,-0.350249064273432,0.000115138831815886,6.02398973993776e-05,300,800,0,0,0,"diltiazem",15
"3370",5,1000,98.4094729690634,72.7188728180609,38.1933941955936,-88.1016084725679,192,247,-0.347888112878576,0.000109816054960746,5.94783467676559e-05,299,804,0,0,0,"diltiazem",15
"3371",6,998,99.6120069914543,72.6994554190999,38.0695319545302,-88.1059804345207,190,245,-0.34664929436737,0.000105704444891863,5.89076959112538e-05,298,806,0,0,0,"diltiazem",15
"3372",7,1000,100.564895042734,72.6782860328834,37.962053562453,-88.1095508791062,188,244,-0.347090576388981,0.000102418382713453,5.84643675661181e-05,298,809,0,0,0,"diltiazem",15
"3373",8,998,101.337684282749,72.6567219080542,37.866057648279,-88.1125396008691,187,243,-0.342217272784722,9.97224965079134e-05,5.81101138210433e-05,298,812,0,0,0,"diltiazem",15
"3374",9,999,101.976156545787,72.6347971262968,37.7786878943205,-88.1150918685122,186,243,-0.343340397038234,9.7463809103637e-05,5.78205320414395e-05,298,814,0,0,0,"diltiazem",15
"3375",10,1000,102.511358037891,72.6126397929954,37.6980989959212,-88.1173076484721,185,242,-0.340056345049956,9.55380562174802e-05,5.75792678942111e-05,298,816,0,0,0,"diltiazem",15
"3376",15,1000,104.235472893214,72.5017946659337,37.3618199941002,-88.1252714194698,183,244,-0.334548971778444,8.89263256497125e-05,5.67959315926797e-05,301,824,0,0,0,"diltiazem",15
"3377",20,1000,105.114721310349,72.3960008377925,37.0916388274464,-88.1304569251691,184,247,-0.327120637540003,8.4930862620555e-05,5.63626100053408e-05,303,829,0,0,0,"diltiazem",15
"3378",25,1000,105.585944070793,72.2954258122731,36.8603444259396,-88.1342828475732,186,251,-0.319035009443461,8.21742918218181e-05,5.60844931873684e-05,304,833,0,0,0,"diltiazem",15
"3379",1,984,85.7438382511671,72.9022896957694,39.737461054665,-88.0597694989986,216,267,-0.364268682967959,0.000153264295932638,6.60822672681292e-05,331,797,0,0,0,"diltiazem",16
"3380",2,1000,90.954394990926,72.9130615460297,39.1911956853238,-88.0757592600906,207,259,-0.355137198077044,0.000135596132469682,6.33392799220325e-05,314,795,0,0,0,"diltiazem",16
"3381",3,1000,94.0833041876423,72.9198835481977,38.904447018844,-88.0857632361862,201,254,-0.353681723518089,0.000125224108014853,6.17427846151782e-05,306,796,0,0,0,"diltiazem",16
"3382",4,1000,96.2557382045631,72.9217246187122,38.7489187342823,-88.0929151486861,197,251,-0.346307240058801,0.000118060786161037,6.06702297011223e-05,301,798,0,0,0,"diltiazem",16
"3383",5,1000,97.8766408055884,72.9201500308839,38.6278400388053,-88.0983826153398,194,248,-0.343952189606586,0.000112726275929138,5.98939710217008e-05,299,801,0,0,0,"diltiazem",16
"3384",6,1000,99.1409632391743,72.9158391504775,38.5272102243885,-88.1027441193922,191,246,-0.342970147174932,0.000108567016995268,5.93047771516899e-05,299,805,0,0,0,"diltiazem",16
"3385",7,1000,100.158029895309,72.9090538193615,38.4398986084426,-88.1063306346377,190,245,-0.343806310086095,0.000105216259059119,5.88420119358723e-05,298,807,0,0,0,"diltiazem",16
"3386",8,752,100.983265559677,72.8995535741202,38.3615587845056,-88.1093264537855,188,244,-0.339536717479405,0.000102450150527277,5.84690435935033e-05,298,809,0,0,0,"diltiazem",16
