Param#,Peak Voltage,RMP,Max Upstroke Velocity,APD1,APD2,APD3,Tri90-40,CTD90,CTD50,CaTamp,CaTmax,CaiD,EMw,qNet,EAD,Depolarization,Index,GNa,GNaL,Gto,GKr,GKs,GK1,Gncx,Pnak,PCa,drug,cnet,dose
27,41.5949,-88.0423,266.464,338.22,279.23,255.79,82.43,781.62,351.06,178.69,253.276,74.5772,443.4,0.0406325,0,0,27,1.14452,1.19292,1.293,0.91499,0.910605,0.998969,1.09078,1.14034,1.13923,chlorpromazine,34.5,2
28,40.0548,-87.9404,259.66,350.5,282.08,255.07,95.43,868.24,410.03,120.349,189.767,69.4104,517.74,0.0570044,0,0,28,1.08215,0.85268,1.00467,0.71747,0.914475,0.886925,1.21371,0.817162,0.825968,chlorpromazine,34.5,2
30,41.7843,-87.9595,261.476,292.33,236.1,217.03,75.3,745,318.63,197.496,273.957,76.4521,452.67,0.0655559,0,0,30,1.097,0.767484,0.844748,1.01332,1.0797,0.816959,1.02856,0.884865,1.11905,chlorpromazine,34.5,2
32,40.2405,-87.9731,261.065,299.88,247.89,227.08,72.8,774.54,339.57,174.754,250.677,75.914,474.66,0.0606684,0,0,32,0.789063,0.966402,1.26303,0.970787,0.938576,1.15059,0.974893,0.936304,0.941136,chlorpromazine,34.5,2
33,42.1539,-87.9965,262.925,274.3,230.52,213.21,61.09,646.48,250.08,337.971,424.307,86.3305,372.18,0.0545975,0,0,33,0.750712,1.20696,1.03387,1.2762,0.861783,1.27134,0.716745,1.05283,1.23934,chlorpromazine,34.5,2
35,40.5616,-87.8418,252.647,352.91,289.58,263.84,89.07,661.79,257.73,335.244,419.872,84.6199,308.88,0.0458443,0,0,35,1.20112,0.970467,1.24295,0.734576,1.04501,1.10247,0.893425,0.720147,1.20447,chlorpromazine,34.5,2
36,42.1233,-88.0651,267.712,257.54,213.88,196.53,61.01,820.5,364.54,132.522,204.629,72.0992,562.96,0.0656339,0,0,36,1.16262,1.11148,0.767137,1.28512,0.90081,1.24414,0.970821,1.165,0.900677,chlorpromazine,34.5,2
37,42.7053,-88.0867,269.384,289.64,235.97,217.41,72.23,801.39,357.64,149.905,221.92,72.0073,511.75,0.0517297,0,0,37,0.739248,1.21866,0.920536,1.22788,0.97928,0.724012,1.11896,1.19254,1.12618,chlorpromazine,34.5,2
38,41.9594,-88.0885,270.19,296.57,242.94,223.13,73.44,843.05,386.36,125.011,194.606,69.588,546.48,0.0574766,0,0,38,0.729709,1.05851,0.961845,1.10564,0.811333,0.875033,1.15353,1.21064,0.993575,chlorpromazine,34.5,2
39,43.0324,-88.1249,273.602,382.69,304.33,273.5,109.19,850.25,402.66,141.768,216.256,74.4794,467.56,0.0332992,0,0,39,1.06294,1.27003,0.752569,0.712422,0.923522,0.746652,0.888847,1.28624,0.862813,chlorpromazine,34.5,2
40,40.5147,-87.8984,255.332,278.61,232.66,214.9,63.71,780.32,342.98,162.247,234.055,71.8001,501.71,0.0578046,0,0,40,0.856686,1.09947,1.25831,1.19708,1.03643,1.17594,1.27196,0.823172,1.1284,chlorpromazine,34.5,2
41,41.2801,-88.0733,269.671,292.02,234.17,214.35,77.67,781.09,341.95,165.823,241.388,75.5566,489.07,0.0656425,0,0,41,0.871109,0.902345,1.10156,1.007,1.23715,0.751594,0.923052,1.13444,0.956678,chlorpromazine,34.5,2
43,40.329,-87.9182,257.689,317.62,257.16,234.64,82.98,839.09,386.16,129.861,199.539,69.6709,521.47,0.0560059,0,0,43,1.02679,1.01342,1.05075,0.926255,0.993944,0.839068,1.26881,0.794397,0.927704,chlorpromazine,34.5,2
44,42.7346,-88.0428,266.485,307.85,253.05,232.31,75.54,751.14,324.82,199.314,276.875,77.5515,443.29,0.0471211,0,0,44,0.965571,1.20915,0.856729,1.06389,0.967914,0.95513,0.935377,1.12134,1.10942,chlorpromazine,34.5,2
45,42.2387,-87.9516,260.117,285.9,235.1,217.56,68.34,681.92,275.74,275.301,356.236,80.9279,396.02,0.0622529,0,0,45,1.11104,0.831287,0.850596,1.15416,0.758021,0.894735,0.931204,0.900433,1.29381,chlorpromazine,34.5,2
46,41.2535,-87.9548,260.258,280.45,231.42,212.57,67.88,719.45,298.36,226.617,308.307,81.6804,439,0.0562174,0,0,46,0.940262,1.2529,0.939252,1.19994,0.824922,1.02557,0.788124,0.89548,0.937594,chlorpromazine,34.5,2
47,41.4786,-88.0362,266.076,263.89,217.66,200.58,63.31,790.03,345.19,153.717,227.525,73.7999,526.14,0.0649413,0,0,47,0.815581,1.07538,0.990865,1.29168,0.75363,0.991103,0.986885,1.07627,0.972273,chlorpromazine,34.5,2
48,42.9172,-88.0094,264.291,380.01,314.38,286.22,93.79,720.53,300.71,262.278,342.823,80.5358,340.52,0.0270762,0,0,48,1.0233,1.21392,0.950118,0.739818,0.821107,1.16451,0.942537,1.08284,1.27541,chlorpromazine,34.5,2
49,41.3246,-88.1166,272.42,290.35,236.63,217.21,73.14,770.27,334.46,176.728,254.433,77.696,479.92,0.0554646,0,0,49,1.22221,1.24695,1.27149,1.18023,0.818421,0.767903,0.821447,1.28247,0.913207,chlorpromazine,34.5,2
50,40.703,-88.0531,267.243,281.45,231.15,211.88,69.57,781.17,340.63,165.889,243.03,77.1317,499.72,0.0589833,0,0,50,0.881617,1.23178,1.2189,1.18893,0.730645,0.936144,0.82669,1.10628,0.83131,chlorpromazine,34.5,2
52,41.0856,-88.1057,271.294,259.34,212.68,195.2,64.14,800.66,350.53,145.587,220.305,74.71,541.32,0.0657837,0,0,52,1.01127,1.19491,1.18717,1.28868,1.0917,0.966981,0.853389,1.26557,0.836384,chlorpromazine,34.5,2
54,42.3523,-88.0263,265.601,287.12,235.71,216.15,70.97,697.48,284.11,256.374,339.675,83.2929,410.36,0.0635413,0,0,54,1.03376,0.900984,0.767782,0.996276,1.26856,1.13849,0.742256,1.06967,1.05281,chlorpromazine,34.5,2
55,41.8912,-88.1084,272.154,330.53,267.84,244.51,86.02,822.64,378.05,143.915,215.214,71.2905,492.11,0.0589955,0,0,55,0.775433,0.752159,1.11706,0.786661,1.17688,0.933267,1.13928,1.298,1.09943,chlorpromazine,34.5,2
56,42.0251,-88.0874,270.983,289.11,236.88,217.21,71.9,732.15,308.36,214.394,295.328,80.9244,443.04,0.0685551,0,0,56,1.17027,0.781475,0.893751,1.00128,0.783822,1.05685,0.756285,1.22387,0.976556,chlorpromazine,34.5,2
57,40.5591,-87.8965,255.574,267.89,223.36,206.17,61.72,713.2,293.85,228.818,308.506,79.6807,445.31,0.0599869,0,0,57,0.805714,1.18508,1.17096,1.24864,1.11951,1.19336,0.915059,0.811638,1.04663,chlorpromazine,34.5,2
58,42.3742,-87.9255,258.51,292.13,236.62,217.53,74.6,658.79,258.8,316.868,401.483,84.608,366.66,0.0580552,0,0,58,0.758009,0.975395,0.709013,1.05452,1.28739,0.833956,0.802097,0.831144,1.22362,chlorpromazine,34.5,2
59,42.369,-88.0716,269.329,341.58,277.96,253.67,87.91,667.35,260.69,323.241,409.716,86.4671,325.77,0.0411606,0,0,59,0.950357,1.17978,1.12951,0.834373,1.21284,0.925084,0.703891,1.21654,1.18738,chlorpromazine,34.5,2
60,41.1781,-87.874,255.027,332.26,271.51,247.96,84.3,716.18,302.27,243.429,322.893,79.4553,383.92,0.0564363,0,0,60,0.917027,0.766713,0.941272,0.780512,1.00598,1.07908,1.01076,0.754151,1.13628,chlorpromazine,34.5,2
61,41.2724,-88.007,264.47,294.52,239.27,220.52,74,653.55,255.41,326.208,411.665,85.4511,359.03,0.0629298,0,0,61,1.06616,0.865148,1.27603,1.04893,1.03127,0.793906,0.761144,1.00549,1.21576,chlorpromazine,34.5,2
62,39.791,-87.9671,262.065,261.19,209.65,192.05,69.14,815.11,359.1,133.421,205.286,71.8574,553.92,0.0801208,0,0,62,1.10756,0.722619,1.07429,1.1129,0.889325,0.812698,1.02252,0.850317,0.820097,chlorpromazine,34.5,2
63,41.481,-88.0817,270.252,337.95,278.08,252.38,85.57,762.59,334.34,200.749,282.15,81.3905,424.64,0.0435966,0,0,63,1.16077,1.25058,1.11135,0.85642,0.808668,1.10566,0.711777,1.21897,0.842411,chlorpromazine,34.5,2
64,41.1338,-88.1122,272.165,328.92,269.17,243.06,85.86,829.6,380.8,142.918,218.446,75.5191,500.68,0.0611292,0,0,64,0.961366,0.868141,1.02763,0.727136,1.01761,1.25001,0.806337,1.27369,0.757977,chlorpromazine,34.5,2
65,42.2872,-87.9512,259.005,310.89,256.89,235.67,75.22,798.55,360.49,156.433,227.729,71.2866,487.66,0.0434478,0,0,65,1.07596,1.25977,0.947544,1.02716,1.28177,1.08716,1.29657,0.929499,1.17982,chlorpromazine,34.5,2
66,40.2924,-88.0662,269.08,310.22,247.08,224.21,86.01,805.98,360.18,151.62,227.572,75.9435,495.76,0.0601222,0,0,66,0.794075,1.07123,1.28424,0.905957,1.29082,0.734768,0.841803,1.0886,0.772825,chlorpromazine,34.5,2
67,40.7263,-87.9162,257.426,265.09,218.27,199.33,65.76,743.1,311.83,196.787,277.631,80.8342,478.01,0.0647373,0,0,67,1.015,1.1508,0.811343,1.13222,1.25142,1.25509,0.752394,0.802908,0.794583,chlorpromazine,34.5,2
68,41.0047,-88.0328,266.13,256.83,212.52,196.53,60.3,739.29,310.17,195.606,272.877,77.2636,482.46,0.0726675,0,0,68,0.984593,0.863005,1.22983,1.25778,0.9853,1.07054,0.918093,1.08976,1.06116,chlorpromazine,34.5,2
69,41.3341,-87.892,255.959,317.42,258.94,236.11,81.31,793.6,355.59,162.747,236.566,73.8102,476.18,0.0489909,0,0,69,1.29466,1.16093,0.860009,0.941595,1.06835,0.979596,1.12495,0.773179,0.98134,chlorpromazine,34.5,2
71,41.054,-87.8446,252.707,263.81,217.27,201.15,62.66,690.76,279.5,254.708,334.084,79.3699,426.95,0.0670446,0,0,71,1.00009,0.884314,0.987544,1.23436,1.19081,0.984341,1.00487,0.713281,1.21882,chlorpromazine,34.5,2
72,40.0451,-87.8608,253.893,281.25,232.46,213.53,67.72,669.74,265.06,295.423,380.574,85.1443,388.49,0.0690357,0,0,72,0.839699,0.812878,1.126,1.00816,0.977533,1.21374,0.769033,0.724405,1.00867,chlorpromazine,34.5,2
74,40.8416,-87.8514,253.352,366.42,300.69,273.76,92.66,749.08,330.56,216.353,292.405,76.0423,382.66,0.0405845,0,0,74,0.815189,1.00534,1.18988,0.747854,0.838651,1.04459,1.22723,0.739535,1.19096,chlorpromazine,34.5,2
77,42.3352,-88.0737,268.034,274.85,230.95,214.14,60.71,782.14,344.65,160.685,232.297,71.6048,507.29,0.0622861,0,0,77,1.08615,0.882234,1.10344,1.21434,0.918293,1.26615,1.1999,1.26954,1.28229,chlorpromazine,34.5,2
78,43.3256,-88.0113,263.598,344.74,283.49,257.87,86.87,814.88,376.29,154.61,226.526,71.9071,470.14,0.0392216,0,0,78,0.836411,1.13052,0.75564,0.798775,1.20126,1.19653,1.21076,1.06536,1.15816,chlorpromazine,34.5,2
79,41.0106,-87.9761,261.29,275.57,226.63,206.49,69.08,794.84,348.74,154.636,231.39,76.7444,519.27,0.0591769,0,0,79,0.720545,1.26516,0.823922,1.12072,1.14973,1.1853,0.816303,0.918126,0.756191,chlorpromazine,34.5,2
80,40.4225,-88.0322,265.935,291.73,240.27,219.52,72.21,804.8,358.21,150.31,225.591,75.2723,513.07,0.0550011,0,0,80,0.80261,1.28646,1.25416,1.08805,1.02445,1.05005,0.88209,1.06207,0.803689,chlorpromazine,34.5,2
81,42.027,-88.0597,268.287,346.47,281.53,256.8,89.67,761.03,336.03,199.369,276.148,76.7691,414.56,0.0453719,0,0,81,1.23162,1.00733,1.14508,0.795896,1.09781,0.919451,0.996333,1.16869,1.1534,chlorpromazine,34.5,2
82,41.7834,-88.0735,269.281,247.47,202.93,186.6,60.87,787.1,340.07,152.432,226.987,74.5463,539.63,0.0741063,0,0,82,0.747081,0.931358,0.873934,1.26553,1.28057,1.08001,0.897249,1.17137,0.930695,chlorpromazine,34.5,2
83,41.6703,-87.9856,262.629,288.12,238.82,220.9,67.22,712.63,297.21,233.636,312.072,78.428,424.51,0.0624534,0,0,83,0.736848,0.838504,1.09613,1.11187,0.833246,1.03833,0.99128,0.992827,1.2363,chlorpromazine,34.5,2
84,42.4292,-87.9833,262.439,324.6,266.38,242.83,81.77,815.58,372.95,148.87,220.848,71.9686,490.98,0.0537547,0,0,84,1.17918,0.893318,0.727205,0.840654,1.00862,1.15327,1.16674,0.961108,1.05572,chlorpromazine,34.5,2
86,42.1089,-88.0108,264.123,342.27,283.3,258.37,83.9,806.49,369.88,160.206,232.919,72.7041,464.22,0.0528344,0,0,86,1.13029,0.776277,0.898305,0.764603,0.796673,1.25997,1.16386,1.04095,1.11636,chlorpromazine,34.5,2
87,39.8256,-87.8625,254.338,292.3,237.12,217.42,74.88,695.82,283.47,256.75,338.899,82.1406,403.52,0.0646962,0,0,87,0.994392,0.909756,1.23969,0.979514,1.27593,0.903481,0.863753,0.716314,1.00159,chlorpromazine,34.5,2
88,41.2854,-87.8688,254.242,294.69,239.51,220.97,73.72,665.51,264.76,304.141,386.707,82.5601,370.82,0.0518353,0,0,88,0.782019,1.18189,1.05923,1.17119,1.04744,0.712924,0.926494,0.73062,1.25056,chlorpromazine,34.5,2
89,41.6141,-88.0056,262.995,292.81,238.96,220.26,72.55,820.35,371.17,136.468,206.152,69.6768,527.54,0.0514236,0,0,89,0.897718,1.24107,1.04355,1.24079,0.752196,0.702402,1.28529,0.97083,1.0856,chlorpromazine,34.5,2
91,42.4127,-87.9977,263.729,329.43,273.06,249.94,79.49,649.99,249.6,350.831,437.534,86.6959,320.56,0.0530166,0,0,91,1.04382,0.825617,0.882673,0.807079,0.94214,1.27992,0.736519,1.02929,1.2617,chlorpromazine,34.5,2
93,41.2594,-87.9611,259.954,259.13,215.21,198.67,60.46,770.05,331.84,167.305,241.021,73.708,510.92,0.0692561,0,0,93,0.912441,0.889494,0.982506,1.20842,1.22424,1.22686,1.08174,0.925079,1.07763,chlorpromazine,34.5,2
94,40.7111,-87.9038,257.474,298.5,243.52,223.35,75.15,686.39,277.87,273.017,355.776,82.7513,387.89,0.0646947,0,0,94,0.977355,0.802499,1.08292,0.919425,1.2445,1.01695,0.848422,0.796427,1.08257,chlorpromazine,34.5,2
95,39.6594,-87.9797,262.81,268.99,217.34,198.57,70.42,764.52,326.39,175.517,254.472,78.945,495.53,0.0716843,0,0,95,1.23869,0.989784,1.22526,1.12837,0.843285,0.859191,0.774721,0.890247,0.751048,chlorpromazine,34.5,2
96,41.5396,-87.9906,263.14,300.75,247.89,227.86,72.89,714.01,297.68,237.89,318.51,80.6109,413.26,0.0554689,0,0,96,1.28961,1.04729,1.06626,1.03125,1.0012,1.03145,0.869666,0.992106,1.09152,chlorpromazine,34.5,2
97,41.6736,-87.871,254.579,328.96,268.77,245.73,83.23,760.26,335.75,192.48,266.922,74.4334,431.3,0.0496922,0,0,97,1.1872,0.949873,0.907762,0.861534,1.10137,1.01645,1.23585,0.761175,1.18313,chlorpromazine,34.5,2
98,42.7048,-88.0731,269.711,319.2,257.43,235.81,83.39,797.45,358.82,159.76,233.163,73.3936,478.25,0.0568248,0,0,98,1.02043,0.854114,0.802317,0.94962,0.764048,0.755886,1.07087,1.15348,1.10401,chlorpromazine,34.5,2
99,40.083,-87.9563,260.994,268.24,215.64,197.9,70.34,761.28,324.57,176.664,253.554,76.8808,493.04,0.070513,0,0,99,0.700144,0.956225,1.15593,1.1672,1.05587,0.73932,0.907989,0.843373,0.886792,chlorpromazine,34.5,2
100,42.3698,-87.9542,261.602,314.43,250.18,228.96,85.47,636.18,243.12,367.792,455.256,87.457,321.75,0.0602694,0,0,100,1.05323,0.759239,0.73078,0.881813,1.16428,0.718128,0.728965,0.865701,1.261,chlorpromazine,34.5,2
102,43.2416,-87.9717,262.332,392.58,317.63,288.24,104.34,754.44,332.89,222.048,298.821,76.7638,361.86,0.0305788,0,0,102,0.796737,1.04408,0.777528,0.704732,0.743866,0.881797,1.13559,0.9552,1.29778,chlorpromazine,34.5,2
103,40.9758,-88.0062,263.401,343.31,281.89,256.32,86.99,847.25,397.4,131.341,200.71,69.3613,503.94,0.053647,0,0,103,1.27561,0.847819,1.14007,0.720179,1.19505,1.16696,1.2879,1.01753,1.02747,chlorpromazine,34.5,2
104,40.8964,-88.1022,272.162,266.34,218.48,200.29,66.05,749.28,317,190.2,270.314,80.1044,482.94,0.0786677,0,0,104,1.28291,0.732168,1.1654,1.0774,0.711409,1.1238,0.723835,1.25394,0.845607,chlorpromazine,34.5,2
105,41.662,-88.0543,268.568,282.28,230.55,212.85,69.43,656.14,256.47,318.568,404.644,86.0706,373.86,0.0674614,0,0,105,1.12124,0.822732,1.17537,1.13752,0.722791,0.828666,0.70642,1.12895,1.17344,chlorpromazine,34.5,2
106,39.7967,-87.8681,253.821,255.79,212.61,196.23,59.56,707.32,287.91,232.446,312.928,80.4743,451.53,0.0690349,0,0,106,0.829759,1.02213,1.25074,1.25252,1.10775,1.20449,0.875613,0.74758,0.987561,chlorpromazine,34.5,2
108,41.7057,-88.0882,270.397,276.97,225.13,207.39,69.58,710.6,292.03,234.355,316.101,81.7382,433.63,0.0613569,0,0,108,0.989812,1.11849,1.16652,1.21276,1.13999,0.760988,0.765361,1.20526,1.03884,chlorpromazine,34.5,2
110,43.5628,-87.9756,262.02,364.6,294.18,267.78,96.82,785.19,357.98,180.912,254.272,73.3507,420.59,0.0335796,0,0,110,1.1173,1.14157,0.717695,0.811818,0.955036,0.821413,1.26157,0.954225,1.27102,chlorpromazine,34.5,2
112,42.5718,-88.002,263.579,296.57,247.37,228.44,68.13,678.56,273.1,287.435,370.191,82.7496,381.99,0.0458237,0,0,112,0.71359,1.29044,0.966092,1.17584,0.970603,1.09021,0.837245,1.05862,1.25668,chlorpromazine,34.5,2
114,40.6368,-87.9433,260.01,270.45,219.38,201.65,68.8,695.78,281.04,251.072,333.82,82.7403,425.33,0.0728908,0,0,114,0.724891,0.800786,1.04628,1.07997,1.22244,0.913602,0.782155,0.847932,0.988917,chlorpromazine,34.5,2
115,40.9014,-87.9897,263.428,334.42,273.63,248.26,86.16,706.34,291.54,261.425,345.949,84.514,371.92,0.0517334,0,0,115,1.28029,1.02011,1.15605,0.74974,1.21726,1.17175,0.726137,0.97781,0.946871,chlorpromazine,34.5,2
116,41.1326,-88.0874,270.003,322.22,264.78,241.07,81.15,799.46,359.96,160.779,235.577,74.7894,477.24,0.0627053,0,0,116,1.12275,0.75453,1.20066,0.756918,1.15842,1.23269,0.951136,1.23703,0.964262,chlorpromazine,34.5,2
117,40.2285,-88.0274,266.244,313.51,250.87,227.11,86.4,820.81,370.79,142.927,218.589,75.6523,507.3,0.0555987,0,0,117,0.889464,1.19937,1.13254,0.923125,1.13453,0.773886,0.831364,0.985036,0.706967,chlorpromazine,34.5,2
118,41.7294,-87.9805,262.151,319.32,265.13,243.74,75.58,678.08,273.22,294.706,377.177,82.4636,358.76,0.0459562,0,0,118,0.944944,1.12671,1.23711,0.935862,1.25921,1.15901,0.884046,1.01293,1.27839,chlorpromazine,34.5,2
120,41.6106,-87.9988,263.32,335.95,274.6,250.49,85.46,818.22,376.48,148.321,219.548,71.2192,482.27,0.0455618,0,0,120,1.13615,1.0897,1.09255,0.844965,1.20642,0.9946,1.23871,1.0088,1.09546,chlorpromazine,34.5,2
121,41.8149,-87.9409,259.267,293.84,236.74,216.99,76.85,761.49,329.51,182.895,258.81,75.9054,467.65,0.0591122,0,0,121,1.03836,1.00056,0.773129,1.05524,1.11361,0.777777,1.0214,0.837606,1.035,chlorpromazine,34.5,2
123,40.9762,-87.9573,259.793,242.76,199.37,183.1,59.66,801.54,348.36,140.634,213.571,72.9291,558.78,0.0738905,0,0,123,0.896552,0.982165,0.792326,1.29869,1.10807,1.13488,0.978435,0.870659,0.865292,chlorpromazine,34.5,2
125,41.7929,-87.9362,259.001,344.82,282.9,258.88,85.94,756.43,334.05,203.025,279.054,76.0192,411.61,0.0410337,0,0,125,1.19855,1.11741,1.0139,0.898331,0.724972,0.929197,1.12996,0.877351,1.16946,chlorpromazine,34.5,2
1,41.3576,-87.8854,255.812,303.23,250.17,229.98,73.25,679.12,273.46,287.492,370.688,83.1885,375.89,0.0555014,0,0,1,1.21821,1.05393,0.913886,1.26756,0.804844,1.12234,0.859248,0.779526,1.19456,chlorpromazine,34.5,10
2,40.8997,-88.0648,269.94,380.55,304.41,273.83,106.72,807.96,371.87,169.246,245.652,76.3963,427.41,0.055605,0,0,2,0.859505,0.727026,1.15043,0.73177,0.718409,0.952398,0.904114,1.11711,0.950956,chlorpromazine,34.5,10
3,42.1756,-88.0253,264.762,342.3,283.34,258.98,83.32,807.76,370.88,159.152,231.601,72.4396,465.46,0.0422395,0,0,3,0.903501,1.14288,1.01853,1.06731,0.850393,1.20389,1.18201,1.09788,1.2021,chlorpromazine,34.5,10
4,40.9187,-87.9644,261.678,328.53,263.66,240.71,87.82,761.99,333.92,191.571,268.466,76.8856,433.46,0.0546643,0,0,4,1.19113,0.995855,1.07684,1.10206,0.845227,0.783558,0.998123,0.881293,1.06624,chlorpromazine,34.5,10
5,41.2199,-88.0183,265.399,340.36,276.11,249.05,91.31,840.3,390.04,137.256,210.703,73.4377,499.94,0.0638502,0,0,5,0.972621,0.706249,0.740344,0.837409,0.775485,1.21172,0.955822,0.979173,0.852712,chlorpromazine,34.5,10
6,42.189,-88.0725,269.829,367.51,296.93,268.41,99.1,768.49,341.38,201.535,280.432,78.8861,400.98,0.0471589,0,0,6,1.04912,0.935367,0.932392,0.826492,0.870958,1.05086,0.855765,1.17963,1.07136,chlorpromazine,34.5,10
